TimeInSeconds,FrameTimeMs,FPS
80.67575,10.23,97.75
80.68598,11.83,84.50
80.69781,11.34,88.20
80.70915,20.64,48.44
80.72979,7.51,133.23
80.73730,11.20,89.27
80.74850,11.43,87.46
80.75994,11.05,90.50
80.77099,10.60,94.37
80.78158,10.86,92.10
80.79244,10.99,90.98
80.80343,10.72,93.31
80.81415,11.66,85.76
80.82581,10.37,96.42
80.83618,10.45,95.70
80.84663,11.04,90.60
80.85767,11.68,85.63
80.86935,10.53,94.93
80.87988,11.65,85.82
80.89153,11.37,87.98
80.90290,10.92,91.56
80.91382,11.88,84.16
80.92570,11.64,85.93
80.93734,10.42,95.95
80.94776,11.18,89.48
80.95894,12.48,80.11
80.97142,15.15,66.02
80.98657,10.72,93.31
80.99728,11.48,87.13
81.00876,10.07,99.27
81.01883,10.74,93.10
81.02958,10.79,92.66
81.04037,13.99,71.45
81.05436,13.02,76.82
81.06738,9.91,100.94
81.07729,11.83,84.54
81.08911,11.27,88.75
81.10038,11.36,88.05
81.11174,10.41,96.09
81.12215,11.53,86.73
81.13368,11.40,87.74
81.14507,12.63,79.17
81.15771,10.49,95.35
81.16819,11.37,87.97
81.17956,10.30,97.04
81.18987,11.08,90.26
81.20094,12.81,78.06
81.21376,10.89,91.80
81.22465,11.26,88.78
81.23591,11.39,87.78
81.24731,12.06,82.94
81.25936,10.53,94.94
81.26990,11.34,88.22
81.28123,12.46,80.26
81.29369,10.23,97.79
81.30392,11.10,90.09
81.31502,11.76,85.04
81.32678,10.27,97.41
81.33704,10.77,92.88
81.34781,11.26,88.81
81.35907,11.33,88.24
81.37040,10.66,93.81
81.38106,12.05,82.99
81.39311,10.55,94.83
81.40366,11.17,89.49
81.41483,9.90,101.04
81.42473,11.24,88.94
81.43597,12.78,78.27
81.44875,14.86,67.30
81.46361,10.36,96.53
81.47397,10.75,93.05
81.48471,11.07,90.33
81.49578,11.20,89.32
81.50698,11.45,87.32
81.51843,11.84,84.43
81.53027,10.97,91.16
81.54124,11.31,88.41
81.55255,11.42,87.56
81.56398,9.90,100.97
81.57388,11.99,83.43
81.58587,10.58,94.48
81.59645,11.14,89.80
81.60759,11.02,90.74
81.61861,11.03,90.70
81.62963,9.71,103.04
81.63934,11.42,87.54
81.65076,10.49,95.35
81.66125,11.23,89.03
81.67248,9.80,102.07
81.68228,11.75,85.08
81.69403,10.73,93.23
81.70476,11.67,85.72
81.71642,11.17,89.50
81.72760,10.69,93.55
81.73829,10.60,94.32
81.74889,10.53,94.92
81.75942,11.65,85.85
81.77107,9.70,103.11
81.78077,10.44,95.83
81.79121,10.62,94.14
81.80183,10.62,94.20
81.81244,11.26,88.77
81.82371,12.83,77.96
81.83654,11.11,90.02
81.84765,10.18,98.19
81.85783,10.05,99.47
81.86788,11.63,86.01
81.87951,10.35,96.67
81.88985,10.47,95.55
81.90032,10.92,91.55
81.91124,10.70,93.48
81.92194,10.60,94.31
81.93254,10.18,98.21
81.94273,10.56,94.68
81.95329,9.79,102.13
81.96308,10.53,94.94
81.97361,11.95,83.66
81.98556,10.40,96.18
81.99596,10.90,91.78
82.00686,10.37,96.43
82.01723,10.38,96.38
82.02760,10.78,92.78
82.03838,10.98,91.09
82.04936,10.83,92.33
82.06019,10.48,95.46
82.07067,10.64,94.02
82.08130,10.44,95.77
82.09174,10.24,97.70
82.10198,9.74,102.62
82.11172,10.08,99.19
82.12181,11.98,83.45
82.13379,10.85,92.12
82.14464,10.56,94.71
82.15520,10.84,92.27
82.16604,9.08,110.18
82.17512,10.35,96.66
82.18546,10.39,96.25
82.19585,10.15,98.49
82.20601,10.67,93.75
82.21667,9.23,108.31
82.22590,10.92,91.58
82.23682,10.80,92.59
82.24762,10.39,96.29
82.25801,10.42,95.97
82.26843,10.96,91.25
82.27939,10.31,96.95
82.28970,10.13,98.73
82.29983,10.15,98.53
82.30998,9.82,101.88
82.31980,10.45,95.70
82.33025,9.74,102.62
82.33999,10.92,91.54
82.35092,9.90,100.99
82.36082,9.86,101.39
82.37068,9.56,104.57
82.38024,9.45,105.84
82.38969,10.35,96.59
82.40005,11.21,89.23
82.41125,36.74,27.22
82.44799,10.53,95.01
82.45852,10.76,92.96
82.46928,10.82,92.39
82.48010,9.34,107.05
82.48944,11.10,90.11
82.50054,9.41,106.31
82.50995,12.12,82.52
82.52207,11.93,83.83
82.53399,9.84,101.64
82.54383,10.65,93.90
82.55448,10.05,99.46
82.56454,11.77,84.93
82.57631,7.60,131.56
82.58391,11.51,86.89
82.59542,11.66,85.76
82.60708,10.21,97.91
82.61729,9.59,104.27
82.62688,9.71,102.93
82.63660,10.22,97.84
82.64682,8.87,112.78
82.65569,11.51,86.92
82.66719,9.82,101.80
82.67702,10.46,95.60
82.68748,9.35,106.91
82.69683,12.12,82.49
82.70895,9.73,102.75
82.71868,9.00,111.12
82.72768,11.47,87.20
82.73915,9.67,103.36
82.74883,10.05,99.49
82.75888,11.07,90.37
82.76994,9.78,102.25
82.77972,9.79,102.14
82.78951,9.73,102.82
82.79924,10.38,96.32
82.80962,9.68,103.29
82.81930,9.37,106.71
82.82867,10.21,97.97
82.83888,9.36,106.86
82.84824,9.78,102.22
82.85802,10.01,99.92
82.86803,10.05,99.55
82.87808,9.87,101.32
82.88795,9.29,107.68
82.89723,9.88,101.25
82.90711,9.31,107.44
82.91642,9.74,102.64
82.92616,9.83,101.72
82.93599,11.09,90.20
82.94708,9.45,105.85
82.95652,9.96,100.40
82.96648,9.94,100.62
82.97642,10.32,96.86
82.98675,9.06,110.42
82.99580,9.32,107.32
83.00512,10.20,98.05
83.01532,9.47,105.64
83.02479,9.92,100.84
83.03470,8.89,112.47
83.04359,9.76,102.48
83.05335,9.36,106.82
83.06271,9.28,107.71
83.07200,9.89,101.14
83.08189,10.72,93.31
83.09260,9.82,101.88
83.10242,9.29,107.69
83.11170,9.82,101.83
83.12152,9.90,100.99
83.13143,9.64,103.76
83.14106,9.02,110.85
83.15009,9.73,102.77
83.15982,9.91,100.91
83.16973,10.32,96.93
83.18004,9.29,107.59
83.18934,9.82,101.84
83.19916,9.36,106.80
83.20852,8.72,114.73
83.21724,10.58,94.51
83.22782,8.59,116.35
83.23641,10.47,95.55
83.24688,9.52,105.06
83.25639,9.40,106.41
83.26579,9.92,100.84
83.27571,11.21,89.23
83.28691,8.95,111.77
83.29586,10.08,99.20
83.30594,9.73,102.81
83.31567,10.49,95.31
83.32616,9.04,110.61
83.33520,9.80,102.02
83.34500,9.65,103.63
83.35465,10.31,96.96
83.36497,10.19,98.11
83.37516,9.73,102.73
83.38489,9.64,103.72
83.39454,10.55,94.82
83.40508,9.14,109.37
83.41422,11.12,89.94
83.42534,9.48,105.47
83.43482,10.94,91.43
83.44576,9.59,104.30
83.45535,10.23,97.71
83.46558,11.53,86.72
83.47711,9.07,110.31
83.48618,12.30,81.31
83.49848,11.79,84.81
83.51027,10.62,94.19
83.52089,10.07,99.27
83.53096,9.35,106.98
83.54031,9.51,105.16
83.54982,10.86,92.05
83.56068,10.40,96.16
83.57108,10.72,93.25
83.58180,11.96,83.63
83.59376,12.42,80.55
83.60618,9.48,105.43
83.61566,10.28,97.23
83.62595,10.35,96.58
83.63630,11.02,90.77
83.64732,10.05,99.55
83.65736,10.91,91.64
83.66828,9.64,103.74
83.67792,9.83,101.73
83.68775,9.61,104.07
83.69735,9.61,104.11
83.70696,10.02,99.84
83.71698,10.33,96.80
83.72731,10.99,91.02
83.73829,9.70,103.12
83.74799,10.59,94.46
83.75858,9.59,104.24
83.76817,10.70,93.44
83.77887,10.32,96.90
83.78919,10.31,96.98
83.79950,10.05,99.54
83.80955,10.33,96.82
83.81988,9.91,100.93
83.82979,11.12,89.95
83.84090,9.71,103.02
83.85061,10.32,96.86
83.86093,11.59,86.32
83.87252,9.89,101.16
83.88241,10.28,97.32
83.89268,10.28,97.24
83.90296,10.98,91.08
83.91394,8.96,111.57
83.92291,12.52,79.85
83.93543,13.31,75.14
83.94874,10.28,97.27
83.95902,10.59,94.47
83.96960,10.65,93.86
83.98026,9.69,103.25
83.98994,10.35,96.57
84.00030,13.20,75.73
84.01350,11.20,89.25
84.02471,9.66,103.49
84.03437,10.96,91.28
84.04533,10.73,93.17
84.05606,10.39,96.21
84.06645,10.36,96.52
84.07681,10.79,92.66
84.08760,10.90,91.76
84.09850,10.25,97.60
84.10875,10.35,96.60
84.11910,10.60,94.33
84.12970,10.44,95.79
84.14014,10.85,92.15
84.15099,10.25,97.53
84.16125,10.63,94.03
84.17188,9.39,106.51
84.18127,10.72,93.28
84.19199,9.49,105.38
84.20148,11.24,88.94
84.21272,10.66,93.78
84.22339,10.75,93.05
84.23413,10.38,96.33
84.24452,10.58,94.54
84.25509,10.81,92.50
84.26590,9.95,100.47
84.27586,10.39,96.21
84.28625,9.92,100.85
84.29617,10.54,94.85
84.30671,10.47,95.50
84.31718,10.15,98.49
84.32733,10.35,96.60
84.33768,10.20,98.06
84.34788,11.34,88.20
84.35922,10.19,98.09
84.36942,10.97,91.19
84.38038,10.42,95.96
84.39080,10.76,92.91
84.40157,10.28,97.32
84.41184,11.03,90.69
84.42287,10.60,94.30
84.43347,10.60,94.37
84.44407,10.09,99.13
84.45416,11.47,87.15
84.46563,10.55,94.78
84.47618,10.47,95.56
84.48665,10.50,95.21
84.49715,11.14,89.73
84.50829,15.55,64.31
84.52384,9.33,107.23
84.53317,10.34,96.73
84.54351,11.09,90.15
84.55460,10.02,99.78
84.56462,10.41,96.02
84.57504,11.49,87.06
84.58652,10.08,99.18
84.59661,10.63,94.08
84.60724,10.92,91.61
84.61815,10.75,93.04
84.62890,10.77,92.85
84.63967,10.49,95.34
84.65016,10.30,97.07
84.66046,10.28,97.28
84.67074,10.81,92.50
84.68155,10.69,93.52
84.69224,10.12,98.81
84.70236,10.83,92.34
84.71319,10.64,94.03
84.72383,10.18,98.26
84.73401,10.81,92.48
84.74482,10.71,93.37
84.75553,11.80,84.71
84.76733,10.91,91.66
84.77824,9.33,107.17
84.78757,11.77,84.95
84.79935,10.19,98.13
84.80954,9.99,100.11
84.81953,11.61,86.11
84.83114,10.99,91.02
84.84213,11.09,90.15
84.85322,11.07,90.33
84.86429,10.93,91.49
84.87522,10.36,96.53
84.88558,10.25,97.55
84.89583,12.24,81.73
84.90806,10.21,97.92
84.91828,10.33,96.78
84.92861,11.17,89.54
84.93978,10.58,94.48
84.95036,10.69,93.59
84.96105,10.15,98.50
84.97120,11.16,89.62
84.98236,9.71,103.02
84.99206,10.40,96.11
85.00247,11.45,87.37
85.01391,10.49,95.30
85.02441,10.71,93.34
85.03512,10.90,91.77
85.04602,11.73,85.28
85.05774,10.95,91.36
85.06869,11.25,88.90
85.07994,10.37,96.40
85.09031,10.23,97.73
85.10054,10.42,95.96
85.11097,11.56,86.49
85.12253,9.95,100.48
85.13248,10.05,99.48
85.14253,10.63,94.10
85.15316,10.36,96.49
85.16352,11.64,85.93
85.17516,11.31,88.40
85.18647,10.83,92.34
85.19730,9.87,101.31
85.20717,10.56,94.73
85.21773,11.36,88.04
85.22909,10.13,98.72
85.23922,10.57,94.65
85.24978,11.01,90.84
85.26079,10.18,98.23
85.27097,10.59,94.42
85.28156,10.57,94.63
85.29213,10.66,93.78
85.30279,9.58,104.43
85.31237,11.33,88.24
85.32370,10.34,96.67
85.33405,10.60,94.36
85.34464,10.58,94.51
85.35522,11.39,87.82
85.36661,10.47,95.56
85.37708,11.37,87.97
85.38844,10.22,97.81
85.39867,10.46,95.60
85.40913,11.16,89.62
85.42029,10.25,97.53
85.43054,11.16,89.58
85.44170,9.67,103.46
85.45137,10.14,98.66
85.46150,10.26,97.47
85.47176,10.30,97.13
85.48206,11.42,87.55
85.49348,10.68,93.61
85.50416,11.35,88.14
85.51551,10.36,96.54
85.52587,9.90,101.06
85.53576,11.90,84.05
85.54766,9.35,106.92
85.55701,11.32,88.33
85.56833,10.12,98.83
85.57845,10.71,93.38
85.58916,11.11,90.04
85.60027,10.11,98.94
85.61037,10.55,94.75
85.62093,10.09,99.13
85.63102,10.68,93.67
85.64169,11.40,87.70
85.65310,10.83,92.35
85.66392,10.20,98.03
85.67413,11.25,88.87
85.68538,10.83,92.35
85.69621,10.59,94.45
85.70679,10.60,94.34
85.71739,12.60,79.34
85.73000,10.98,91.05
85.74098,10.91,91.63
85.75189,11.57,86.43
85.76346,12.81,78.04
85.77628,7.76,128.83
85.78404,11.98,83.46
85.79602,10.30,97.09
85.80632,11.50,86.97
85.81782,11.77,84.99
85.82959,38.95,25.67
85.86854,11.08,90.29
85.87962,10.87,92.04
85.89048,12.28,81.40
85.90277,11.68,85.59
85.91445,12.49,80.08
85.92694,11.48,87.12
85.93842,11.67,85.71
85.95008,11.44,87.45
85.96152,10.80,92.58
85.97232,11.27,88.75
85.98359,10.51,95.13
85.99410,11.02,90.76
86.00512,11.45,87.35
86.01657,10.25,97.55
86.02682,11.05,90.53
86.03787,10.95,91.29
86.04882,11.46,87.28
86.06028,10.64,94.03
86.07091,11.02,90.72
86.08194,11.23,89.04
86.09317,10.36,96.51
86.10353,10.50,95.28
86.11402,11.88,84.21
86.12590,9.93,100.68
86.13583,11.30,88.50
86.14713,10.94,91.45
86.15807,10.60,94.35
86.16867,14.64,68.29
86.18331,8.49,117.76
86.19180,10.74,93.14
86.20254,11.33,88.28
86.21386,10.54,94.91
86.22440,11.66,85.78
86.23606,11.41,87.65
86.24747,9.63,103.86
86.25710,11.52,86.82
86.26862,11.20,89.26
86.27982,10.57,94.61
86.29039,10.85,92.16
86.30124,11.51,86.91
86.31275,11.48,87.08
86.32423,10.43,95.84
86.33466,11.30,88.50
86.34596,11.38,87.90
86.35734,10.97,91.12
86.36831,10.81,92.48
86.37913,11.12,89.90
86.39025,11.61,86.17
86.40186,11.08,90.26
86.41293,10.54,94.84
86.42348,11.34,88.18
86.43482,10.42,96.00
86.44523,12.83,77.94
86.45806,11.06,90.44
86.46912,10.39,96.21
86.47952,11.05,90.50
86.49057,14.07,71.06
86.50464,9.82,101.80
86.51446,10.24,97.70
86.52470,11.85,84.40
86.53654,10.90,91.78
86.54744,10.75,93.01
86.55819,10.86,92.04
86.56905,10.80,92.60
86.57985,10.28,97.28
86.59013,11.39,87.83
86.60152,10.99,90.98
86.61251,11.81,84.71
86.62431,10.57,94.58
86.63489,11.65,85.86
86.64653,11.17,89.52
86.65771,10.05,99.55
86.66775,11.14,89.79
86.67889,10.69,93.57
86.68957,11.61,86.13
86.70118,12.29,81.39
86.71347,11.41,87.66
86.72488,11.33,88.25
86.73621,11.73,85.22
86.74794,14.28,70.04
86.76222,9.94,100.62
86.77216,11.88,84.17
86.78404,11.40,87.70
86.79544,12.01,83.25
86.80745,11.00,90.93
86.81845,11.19,89.39
86.82964,10.87,92.03
86.84051,11.43,87.52
86.85193,11.47,87.21
86.86340,11.34,88.16
86.87474,9.96,100.43
86.88470,11.76,85.04
86.89646,10.52,95.03
86.90698,11.03,90.70
86.91801,11.75,85.11
86.92976,11.83,84.54
86.94159,11.04,90.62
86.95262,13.14,76.10
86.96576,8.59,116.42
86.97435,11.59,86.27
86.98594,10.37,96.46
86.99631,11.15,89.68
87.00746,11.93,83.79
87.01939,9.99,100.09
87.02939,12.14,82.37
87.04153,11.72,85.35
87.05324,10.64,94.02
87.06388,12.16,82.20
87.07604,10.78,92.73
87.08683,11.26,88.84
87.09808,10.92,91.59
87.10900,10.58,94.55
87.11958,13.68,73.10
87.13326,8.47,118.10
87.14173,11.22,89.14
87.15294,11.07,90.35
87.16401,11.76,85.05
87.17577,11.61,86.10
87.18738,10.27,97.37
87.19765,11.14,89.76
87.20880,10.07,99.31
87.21886,10.42,95.94
87.22929,11.89,84.12
87.24117,10.01,99.89
87.25119,14.09,71.00
87.26527,8.80,113.66
87.27407,10.91,91.63
87.28498,11.67,85.69
87.29665,10.63,94.09
87.30728,13.29,75.26
87.32057,11.16,89.59
87.33173,11.46,87.24
87.34319,10.76,92.96
87.35395,11.68,85.62
87.36563,12.61,79.30
87.37824,9.97,100.33
87.38821,10.61,94.22
87.39882,11.98,83.48
87.41080,10.43,95.89
87.42123,11.37,87.95
87.43260,11.09,90.13
87.44369,10.79,92.65
87.45449,10.87,92.01
87.46535,11.60,86.20
87.47695,13.83,72.30
87.49079,9.01,110.96
87.49980,10.57,94.62
87.51037,11.23,89.04
87.52160,11.54,86.66
87.53314,10.94,91.44
87.54407,10.53,94.97
87.55460,10.91,91.66
87.56551,11.36,88.04
87.57687,10.26,97.43
87.58713,13.28,75.27
87.60042,8.29,120.63
87.60871,11.18,89.45
87.61989,11.63,86.02
87.63151,10.80,92.59
87.64231,11.52,86.78
87.65384,10.84,92.26
87.66468,10.46,95.57
87.67514,11.58,86.36
87.68672,10.49,95.31
87.69721,12.67,78.93
87.70988,9.32,107.24
87.71921,10.54,94.91
87.72974,11.05,90.51
87.74079,10.74,93.13
87.75153,11.32,88.37
87.76285,9.87,101.35
87.77271,10.90,91.75
87.78361,11.32,88.30
87.79494,10.71,93.34
87.80565,13.30,75.18
87.81895,9.97,100.26
87.82893,10.79,92.67
87.83972,10.44,95.83
87.85015,10.76,92.94
87.86091,11.32,88.33
87.87223,10.45,95.66
87.88269,10.69,93.57
87.89337,11.21,89.19
87.90459,11.39,87.77
87.91598,12.61,79.32
87.92859,9.53,104.89
87.93812,10.64,93.96
87.94876,11.39,87.81
87.96015,10.30,97.12
87.97045,10.74,93.11
87.98119,9.98,100.18
87.99117,11.30,88.46
88.00247,12.03,83.16
88.01450,17.88,55.91
88.03238,25.60,39.06
88.05799,11.93,83.81
88.06992,13.72,72.91
88.08364,13.65,73.24
88.09729,12.96,77.16
88.11025,12.15,82.34
88.12240,10.93,91.46
88.13333,13.39,74.67
88.14672,9.62,103.93
88.15634,10.78,92.76
88.16712,11.15,89.65
88.17828,10.97,91.12
88.18925,11.23,89.04
88.20048,10.90,91.76
88.21138,11.75,85.09
88.22313,10.46,95.59
88.23360,13.02,76.80
88.24662,10.55,94.82
88.25716,11.11,90.01
88.26827,11.41,87.65
88.27968,11.46,87.27
88.29114,11.37,87.94
88.30251,11.25,88.88
88.31376,11.80,84.76
88.32556,10.56,94.71
88.33612,13.66,73.22
88.34978,9.11,109.82
88.35888,11.18,89.43
88.37006,10.54,94.88
88.38060,11.15,89.67
88.39176,11.18,89.41
88.40294,11.33,88.26
88.41427,11.08,90.27
88.42535,11.64,85.91
88.43699,13.19,75.81
88.45018,9.19,108.86
88.45937,10.91,91.64
88.47028,10.89,91.84
88.48117,11.65,85.86
88.49281,11.13,89.82
88.50395,11.24,89.00
88.51518,12.01,83.27
88.52719,11.07,90.36
88.53826,13.19,75.83
88.55145,9.45,105.78
88.56090,11.15,89.67
88.57205,10.05,99.47
88.58211,11.46,87.23
88.59357,11.24,88.95
88.60481,10.89,91.83
88.61570,11.22,89.13
88.62692,11.02,90.77
88.63794,11.07,90.37
88.64900,12.06,82.89
88.66107,9.93,100.71
88.67100,11.89,84.08
88.68289,10.44,95.79
88.69333,11.00,90.93
88.70433,11.41,87.65
88.71574,10.82,92.39
88.72656,10.89,91.81
88.73745,11.10,90.08
88.74855,11.36,88.03
88.75991,12.46,80.28
88.77237,10.24,97.63
88.78261,11.56,86.54
88.79417,10.29,97.16
88.80446,11.78,84.89
88.81624,11.42,87.60
88.82765,11.22,89.13
88.83887,10.67,93.75
88.84954,11.55,86.62
88.86109,12.31,81.25
88.87339,10.15,98.48
88.88355,11.12,89.96
88.89467,11.51,86.88
88.90618,10.04,99.60
88.91622,11.37,87.97
88.92758,10.95,91.29
88.93854,10.71,93.41
88.94924,11.24,88.95
88.96048,12.99,77.00
88.97347,9.22,108.45
88.98269,11.37,87.93
88.99407,11.84,84.47
89.00590,11.34,88.16
89.01725,10.07,99.30
89.02732,11.34,88.17
89.03866,10.83,92.35
89.04949,10.98,91.09
89.06047,13.23,75.59
89.07369,10.25,97.58
89.08394,11.13,89.84
89.09507,11.07,90.36
89.10614,11.03,90.65
89.11717,11.25,88.91
89.12842,9.81,101.98
89.13822,11.02,90.75
89.14924,10.79,92.72
89.16003,10.61,94.28
89.17064,13.33,75.02
89.18397,9.40,106.34
89.19337,11.08,90.27
89.20445,11.00,90.91
89.21545,11.67,85.69
89.22712,11.15,89.69
89.23827,10.44,95.77
89.24871,11.26,88.84
89.25997,10.75,93.01
89.27072,11.56,86.48
89.28228,13.02,76.80
89.29530,9.43,106.00
89.30474,11.76,85.03
89.31650,11.71,85.41
89.32820,10.79,92.69
89.33899,11.24,88.96
89.35023,10.34,96.70
89.36058,11.11,90.03
89.37168,10.94,91.38
89.38263,12.58,79.48
89.39521,9.08,110.16
89.40429,11.99,83.40
89.41628,10.86,92.10
89.42713,10.77,92.89
89.43790,11.74,85.20
89.44964,11.10,90.08
89.46074,9.68,103.32
89.47042,11.34,88.16
89.48176,10.64,93.98
89.49240,12.14,82.40
89.50454,9.54,104.82
89.51408,11.09,90.18
89.52516,11.01,90.84
89.53617,11.51,86.87
89.54768,10.84,92.22
89.55853,10.99,90.97
89.56952,11.23,89.01
89.58076,10.41,96.06
89.59117,10.66,93.81
89.60183,12.50,79.97
89.61433,9.68,103.33
89.62401,11.15,89.70
89.63516,10.53,94.93
89.64569,11.50,86.97
89.65719,11.43,87.51
89.66862,12.02,83.18
89.68064,10.94,91.45
89.69157,10.49,95.32
89.70206,11.40,87.72
89.71346,10.76,92.90
89.72423,11.28,88.66
89.73551,11.29,88.56
89.74680,10.58,94.55
89.75738,11.67,85.68
89.76905,10.83,92.31
89.77988,10.78,92.78
89.79066,10.66,93.85
89.80131,10.82,92.38
89.81214,10.50,95.23
89.82264,11.52,86.80
89.83416,10.85,92.16
89.84501,10.65,93.92
89.85566,11.64,85.88
89.86730,11.05,90.53
89.87835,10.39,96.23
89.88874,11.24,89.00
89.89997,10.15,98.52
89.91012,11.09,90.14
89.92122,10.64,93.98
89.93186,10.82,92.45
89.94268,10.58,94.55
89.95325,10.43,95.89
89.96368,10.79,92.64
89.97447,11.58,86.33
89.98606,10.29,97.21
89.99635,11.59,86.30
90.00793,9.90,101.02
90.01783,10.62,94.17
90.02845,11.07,90.37
90.03952,10.13,98.74
90.04964,10.79,92.69
90.06043,10.69,93.53
90.07112,11.00,90.95
90.08212,11.20,89.32
90.09331,10.92,91.58
90.10423,11.06,90.41
90.11529,20.78,48.12
90.13608,7.65,130.71
90.14373,10.29,97.17
90.15402,11.23,89.07
90.16525,11.00,90.93
90.17624,10.16,98.39
90.18641,11.31,88.40
90.19772,10.89,91.85
90.20861,11.17,89.53
90.21978,10.66,93.85
90.23043,10.37,96.43
90.24080,10.55,94.77
90.25135,10.41,96.05
90.26177,10.62,94.17
90.27239,10.93,91.52
90.28331,10.98,91.05
90.29429,10.75,93.00
90.30505,11.10,90.06
90.31615,11.07,90.35
90.32722,10.71,93.37
90.33793,10.64,94.00
90.34857,9.81,101.94
90.35838,12.21,81.91
90.37059,12.72,78.62
90.38331,10.94,91.42
90.39424,10.32,96.91
90.40456,10.62,94.18
90.41518,10.12,98.78
90.42530,10.44,95.82
90.43574,11.35,88.12
90.44709,10.51,95.12
90.45760,9.79,102.19
90.46739,10.82,92.44
90.47820,10.05,99.49
90.48826,10.32,96.93
90.49857,9.91,100.96
90.50848,11.55,86.58
90.52003,10.63,94.07
90.53066,10.70,93.45
90.54136,10.17,98.35
90.55153,11.32,88.33
90.56285,10.01,99.85
90.57286,10.75,93.01
90.58362,11.07,90.36
90.59468,14.72,67.96
90.60940,8.22,121.62
90.61762,11.53,86.71
90.62915,11.26,88.80
90.64041,10.82,92.45
90.65123,12.62,79.24
90.66385,10.65,93.89
90.67450,10.25,97.57
90.68475,10.49,95.37
90.69523,10.08,99.18
90.70532,10.46,95.60
90.71578,11.45,87.36
90.72722,10.11,98.88
90.73734,10.31,97.02
90.74764,10.92,91.55
90.75857,10.39,96.21
90.76896,10.31,97.02
90.77927,10.02,99.81
90.78929,10.50,95.23
90.79979,10.64,94.02
90.81042,11.49,87.00
90.82192,9.65,103.59
90.83157,9.97,100.31
90.84154,11.39,87.82
90.85293,10.36,96.56
90.86328,10.84,92.29
90.87412,10.33,96.83
90.88445,9.63,103.86
90.89407,9.64,103.73
90.90371,11.36,88.03
90.91507,9.53,104.98
90.92460,11.04,90.58
90.93564,10.87,92.02
90.94651,10.51,95.12
90.95702,10.31,96.95
90.96733,10.82,92.46
90.97815,10.33,96.80
90.98848,9.99,100.12
90.99847,13.17,75.91
91.01164,7.37,135.71
91.01901,10.52,95.09
91.02952,9.70,103.06
91.03923,11.67,85.72
91.05089,12.16,82.22
91.06306,8.55,116.92
91.07161,11.02,90.73
91.08263,10.30,97.13
91.09293,10.69,93.59
91.10361,9.30,107.56
91.11291,10.85,92.14
91.12376,10.16,98.38
91.13393,10.03,99.65
91.14396,10.11,98.92
91.15407,11.38,87.90
91.16545,9.75,102.59
91.17520,11.87,84.27
91.18706,10.28,97.28
91.19734,10.18,98.23
91.20752,10.14,98.65
91.21766,9.71,102.96
91.22737,10.02,99.84
91.23739,9.59,104.27
91.24698,10.11,98.89
91.25709,10.48,95.43
91.26757,10.43,95.92
91.27799,10.42,95.98
91.28841,9.48,105.45
91.29790,10.13,98.67
91.30803,9.44,105.97
91.31747,12.57,79.56
91.33004,15.91,62.84
91.34595,7.30,137.06
91.35325,10.09,99.08
91.36334,10.29,97.23
91.37363,9.57,104.52
91.38319,9.64,103.78
91.39283,12.02,83.18
91.40485,9.96,100.43
91.41481,9.88,101.18
91.42469,9.98,100.20
91.43467,9.84,101.65
91.44451,9.30,107.50
91.45381,10.17,98.30
91.46398,10.14,98.63
91.47412,10.50,95.21
91.48463,9.79,102.12
91.49442,9.50,105.25
91.50392,9.13,109.58
91.51304,9.44,105.94
91.52248,9.27,107.82
91.53176,8.66,115.51
91.54042,10.12,98.86
91.55053,8.53,117.27
91.55906,9.60,104.22
91.56865,9.52,105.00
91.57818,9.34,107.04
91.58752,11.63,85.96
91.59915,7.35,135.98
91.60651,9.44,105.98
91.61594,8.83,113.21
91.62478,8.66,115.49
91.63344,10.27,97.41
91.64370,8.07,123.85
91.65178,9.93,100.69
91.66171,9.46,105.67
91.67117,8.78,113.84
91.67995,8.71,114.84
91.68866,8.52,117.41
91.69718,7.88,126.87
91.70506,9.89,101.11
91.71495,8.91,112.19
91.72387,8.85,113.04
91.73271,8.78,113.91
91.74149,9.25,108.07
91.75074,9.51,105.12
91.76026,8.55,116.90
91.76881,9.07,110.26
91.77788,7.75,129.03
91.78563,8.05,124.22
91.79368,12.00,83.32
91.80568,6.86,145.70
91.81255,8.15,122.63
91.82070,8.10,123.47
91.82880,10.04,99.65
91.83884,7.69,130.12
91.84652,10.18,98.21
91.85670,9.83,101.77
91.86653,9.37,106.72
91.87590,8.72,114.69
91.88462,9.16,109.23
91.89377,9.38,106.59
91.90316,8.13,123.01
91.91129,9.00,111.16
91.92028,10.02,99.76
91.93031,8.15,122.67
91.93846,9.50,105.24
91.94796,8.11,123.23
91.95607,7.93,126.12
91.96400,12.63,79.17
91.97663,6.89,145.14
91.98352,9.73,102.81
91.99325,8.00,125.01
92.00125,9.73,102.80
92.01098,9.82,101.79
92.02080,8.54,117.12
92.02934,9.26,108.05
92.03860,9.35,106.94
92.04795,9.23,108.37
92.05717,9.05,110.53
92.06622,9.22,108.50
92.07544,9.70,103.08
92.08514,9.43,106.00
92.09457,10.10,99.03
92.10467,13.19,75.81
92.11786,6.78,147.54
92.12464,9.94,100.65
92.13458,10.33,96.78
92.14491,9.28,107.74
92.15419,9.51,105.10
92.16370,9.87,101.36
92.17357,9.54,104.83
92.18311,9.69,103.18
92.19280,9.54,104.81
92.20234,9.59,104.28
92.21193,12.17,82.18
92.22410,8.40,119.02
92.23250,9.00,111.11
